hour_bin,transactions,fraud,total_amount,fraud_rate,baseline_rate,baseline_std,effective_std,rate_lift,z_score,volume_confidence,risk_score,severity,alert
24,228,1,44934.42,0.0043859649122807015,,0.0,0.01,,,0.7864980270862671,,,False
25,201,6,28517.3,0.029850746268656716,,0.0,0.01,,,0.7683392835557189,,,False
26,180,0,32830.242,0.0,,0.0,0.01,,,0.7524506509957629,,,False
27,134,3,13159.385,0.022388059701492536,,0.0,0.01,,,0.7100085232616447,,,False
28,92,3,14690.033,0.03260869565217391,,0.0,0.01,,,0.6560660550181688,,,False
29,64,1,8788.816,0.015625,,0.0,0.01,,,0.6042170265463369,,,False
30,91,1,14883.018,0.01098901098901099,,0.0,0.01,,,0.6545012410322124,,,False
31,66,0,10825.342,0.0,,0.0,0.01,,,0.608603540536682,,,False
32,38,4,9179.862,0.10526315789473684,,0.0,0.01,,,0.5302781417424646,,,False
33,41,1,7377.82,0.024390243902439025,,0.0,0.01,,,0.541004817463479,,,False
34,47,2,4979.7803,0.0425531914893617,,0.0,0.01,,,0.5603326698608914,,,False
35,82,5,11615.02,0.06097560975609756,,0.0,0.01,,,0.6396001521180903,,,False
36,148,4,19055.889,0.02702702702702703,0.029085806713854162,0.029987816693027074,0.029987816693027074,0.9292170333427096,-0.0686538706002512,0.7242906233880599,14.4858124677612,LOW,False
37,222,1,33600.582,0.0045045045045045045,0.028927439045636695,0.028716826048824057,0.028716826048824057,0.15571736223860255,-0.8504747181881649,0.7826550433732524,15.65310086746505,LOW,False
38,258,7,32628.037,0.027131782945736434,0.027182943721270107,0.028351837840723905,0.028351837840723905,0.998117908933695,-0.001804495913848215,0.8043168760797031,16.086337521594064,LOW,False
39,328,8,47567.16,0.024390243902439025,0.027179533002901195,0.027320517746658966,0.027320517746658966,0.8973753853620503,-0.1020950307870089,0.8389439104306816,16.778878208613634,LOW,False
40,376,7,54005.074,0.018617021276595744,0.02700520243412231,0.02640333758519642,0.02640333758519642,0.6893864736622853,-0.3176939707133682,0.8586562089610019,17.17312417922004,LOW,False
41,382,5,54295.086,0.013089005235602094,0.026511780013091336,0.025645743069080178,0.025645743069080178,0.49370525966716805,-0.5233919228362085,0.8609416861905469,17.21883372381094,LOW,False
42,378,5,54774.223,0.013227513227513227,0.02576607030323082,0.0250803738482864,0.0250803738482864,0.5133694456253433,-0.4999350149867995,0.8594220514034427,17.18844102806886,LOW,False
43,377,8,57652.027,0.021220159151193633,0.025106146246614107,0.024542897262161478,0.024542897262161478,0.8452176985966314,-0.1583344889525988,0.859039636692365,17.1807927338473,LOW,False
44,343,13,50469.09,0.037900874635568516,0.024911846891843083,0.023904100462273398,0.023904100462273398,1.5213996296668975,0.5433807377200971,0.8453971582346869,20.81844038719547,LOW,False
45,361,9,46938.016,0.024930747922437674,0.025530372022496677,0.02347061477778516,0.02347061477778516,0.9765133034673121,-0.02554786509582802,0.852779466057375,17.0555893211475,LOW,False
46,331,7,45366.773,0.021148036253776436,0.025503116381584902,0.022905331430607988,0.022905331430607988,0.8292334135700706,-0.1901339057678445,0.8402577822413143,16.805155644826286,LOW,False
47,354,11,44053.926,0.031073446327683617,0.025313765071680188,0.02239711877742177,0.02239711877742177,1.2275315915942935,0.2571617051836902,0.8499531358467823,18.70554965389285,LOW,False
48,320,10,43792.55,0.03125,0.02555375179068033,0.021936342815581374,0.021936342815581374,1.2229124026866827,0.25967173549428796,0.8353808041370471,18.37945910289106,LOW,False
49,246,11,29000.955,0.044715447154471545,0.026673086586001968,0.021490113322317088,0.021490113322317088,1.6764256738827596,0.8395656317797504,0.7974502660194367,21.022197874509434,LOW,False
50,164,10,17385.24,0.06097560975609756,0.027292449122910917,0.021797683302222304,0.021797683302222304,2.234156761875613,1.5452633275827345,0.7390543791173132,30.85305489119754,MEDIUM,False
51,124,3,12838.155,0.024193548387096774,0.029833099529414986,0.022030568449032138,0.022030568449032138,0.8109632846980013,-0.2559875454582731,0.6988688832549463,13.977377665098928,LOW,False
52,102,3,11813.21,0.029411764705882353,0.029908328224648496,0.022007110369547927,0.022007110369547927,0.9833971489467302,-0.022563776453507357,0.6708486748011367,13.416973496022736,LOW,False
53,73,3,8011.463,0.0410958904109589,0.029775122768553014,0.021999728851334385,0.021999728851334385,1.3802089324838087,0.5145866896318239,0.6229870983538917,5.358958136247239,LOW,False
54,40,1,6462.998,0.025,0.030836409869009634,0.02190158568555504,0.02190158568555504,0.8107299165563634,-0.26648343881598374,0.5375168442542968,3.762617909780078,LOW,False
55,30,1,3575.054,0.03333333333333333,0.03142020107780084,0.02153318210203432,0.02153318210203432,1.0608886063712741,0.08884577516073461,0.49704864540372573,3.6391731095506747,LOW,False
56,16,0,1691.933,0.0,0.03280908996668973,0.020467075539347238,0.020467075539347238,0.0,-1.6030179740928496,0.41009030347101677,2.870632124297117,LOW,False
57,9,1,1444.9,0.1111111111111111,0.028423125054409026,0.014744035012144755,0.014744035012144755,3.9091799687197106,5.608233159280445,0.33328510947992757,27.469593184248737,LOW,False
58,18,0,6415.017,0.0,0.03203649452143703,0.022368043439446778,0.022368043439446778,0.0,-1.4322439335458201,0.4261895338914151,2.9833267372399055,LOW,False
59,16,2,2386.099,0.125,0.030263444876046958,0.023170317024283064,0.023170317024283064,4.13039561464252,4.088703448669554,0.41009030347101677,24.600998200663028,LOW,False
60,43,0,5104.909,0.0,0.032931127802876235,0.029641952955605105,0.029641952955605105,0.0,-1.1109635000162554,0.5477383052077789,3.8341681364544518,LOW,False
61,90,2,12537.359,0.022222222222222223,0.0318050016767501,0.030380205624189187,0.030380205624189187,0.6987021239010648,-0.3154283935095528,0.6529193249154452,4.5704352744081165,LOW,False
62,163,3,21075.9,0.018404907975460124,0.032543239914988344,0.029899426471286655,0.029899426471286655,0.5655524165245585,-0.4728629812717544,0.7381744743775209,14.76348948755042,LOW,False
63,200,5,27183.104,0.025,0.03217962012456016,0.030020917689553388,0.030020917689553388,0.7768892206691862,-0.23915391923740248,0.7676209501511251,15.352419003022503,LOW,False
64,251,6,30901.611,0.02390438247011952,0.0322050266286252,0.03001429626510621,0.03001429626510621,0.7422562553906504,-0.2765563478546647,0.8003510421395341,16.007020842790684,LOW,False
65,291,4,32381.814,0.013745704467353952,0.032425333345022025,0.029929508130501582,0.029929508130501582,0.423918678679188,-0.624120810680193,0.8216753935549219,16.433507871098442,LOW,False
66,253,5,25989.719,0.019762845849802372,0.03245269581301169,0.029911356350576547,0.029911356350576547,0.6089739343589013,-0.42424856347126894,0.801495268524697,16.029905370493942,LOW,False
67,279,3,32904.74,0.010752688172043012,0.0327250013389404,0.02975808076609519,0.02975808076609519,0.3285771652283505,-0.7383645921121197,0.8156013323905754,16.31202664781151,LOW,False
68,287,13,36965.406,0.04529616724738676,0.032288856714809126,0.03000967478143809,0.03000967478143809,1.4028420903057832,0.43343723740128826,0.8196788945369465,19.414893568032305,LOW,False
69,228,10,26058.16,0.043859649122807015,0.03259699390696822,0.0301076113218424,0.0301076113218424,1.3455120815122523,0.37407999908873507,0.7864980270862671,18.321301153067235,LOW,False
70,260,14,31176.984,0.05384615384615385,0.033385698123650276,0.030145961399054615,0.030145961399054615,1.6128509173815802,0.6787129941440586,0.8054302960618666,20.704987801599184,LOW,False
71,227,13,26302.734,0.05726872246696035,0.034748119689999336,0.030307294285749804,0.030307294285749804,1.6481099690537369,0.7430753324472777,0.7858645736290825,20.57811624048468,LOW,False
72,200,6,18356.037,0.03,0.035839589529135865,0.030639077754960647,0.030639077754960647,0.837063158204182,-0.19059286235175282,0.7676209501511251,15.352419003022503,LOW,False
73,223,3,28442.115,0.013452914798206279,0.03578750619580253,0.030648279858228114,0.030648279858228114,0.3759109317257807,-0.7287388232197999,0.7833026680954841,15.666053361909682,LOW,False
74,157,1,13891.178,0.006369426751592357,0.03448490068095814,0.030915519837025614,0.030915519837025614,0.1847019021606005,-0.9094291177240247,0.7327796679344233,14.655593358688465,LOW,False
75,93,5,10669.342,0.053763440860215055,0.032209643055770426,0.03089053218464028,0.03089053218464028,1.669172203092242,0.6977477006745075,0.6576141327048699,6.359875962051224,LOW,False
76,70,4,7826.677,0.05714285714285714,0.03344172190881702,0.031145556243723414,0.031145556243723414,1.708729511556378,0.7609796739082634,0.6169968414284669,6.17939285783476,LOW,False
77,58,2,4161.095,0.034482758620689655,0.03459718409369097,0.03150190575565658,0.03150190575565658,0.9966926362361906,-0.0036323349415381466,0.5901986065729019,4.131390246010313,LOW,False
78,41,2,4144.441,0.04878048780487805,0.03432163693576309,0.031471497942549165,0.031471497942549165,1.4212750952460798,0.45942684061335176,0.541004817463479,4.892880847265311,LOW,False
79,20,1,2830.4111,0.05,0.035312490594299674,0.031539534661417255,0.031539534661417255,1.415929580681326,0.46568567239096775,0.44067600240186683,4.176547166101548,LOW,False
80,14,0,1419.437,0.0,0.036006935038744116,0.031677246990171694,0.031677246990171694,0.0,-1.13668132366161,0.3919737040327585,2.7438159282293095,LOW,False
81,13,0,1574.992,0.0,0.036006935038744116,0.031677246990171694,0.031677246990171694,0.0,-1.13668132366161,0.3819874078490358,2.673911854943251,LOW,False
82,13,1,1537.28,0.07692307692307693,0.031377305409114487,0.028146173022239224,0.028146173022239224,2.4515513974228105,1.618187008158275,0.3819874078490358,9.188802433870581,LOW,False
83,26,0,3437.69,0.0,0.03458243361424269,0.028790167379449,0.028790167379449,0.0,-1.2011890434137706,0.47705222884332926,3.339365601903305,LOW,False
84,40,4,3772.863,0.1,0.029374100280909355,0.022296093150495196,0.022296093150495196,3.4043595903766772,3.1676356589639587,0.5375168442542968,19.557467842486176,LOW,False
85,68,1,6269.38,0.014705882352941176,0.033540766947576024,0.025658438718632052,0.025658438718632052,0.43844800495845443,-0.7340619903329413,0.6128610205234314,4.29002714366402,LOW,False
86,116,0,11651.018,0.0,0.03322758611968932,0.02584776958794112,0.02584776958794112,0.0,-1.2855107674432047,0.6892955513569078,13.785911027138157,LOW,False
87,183,4,19620.562,0.02185792349726776,0.03246071495404514,0.02656960663924838,0.02656960663924838,0.6733654365965805,-0.39905714829496336,0.7548300560938245,15.09660112187649,LOW,False
88,194,11,18286.488,0.05670103092783505,0.032329795099764636,0.026615668390461714,0.026615668390461714,1.7538320534622827,0.9156725080330638,0.76323443616078,20.918429124182722,LOW,False
89,205,3,23741.0,0.014634146341463415,0.033696322118836115,0.02700338911144038,0.02700338911144038,0.4342950631185646,-0.705917901590239,0.7711774898627489,15.42354979725498,LOW,False
90,218,6,22416.275,0.027522935779816515,0.033733340530257346,0.026975444592841572,0.026975444592841572,0.8158971316561321,-0.2302243705035681,0.7800351730461409,15.60070346092282,LOW,False
91,261,10,32213.395,0.038314176245210725,0.034056677610674595,0.026846910058863013,0.026846910058863013,1.1250121542449483,0.15858430728904668,0.8059838106329514,17.05726736949614,LOW,False
92,218,7,27686.914,0.03211009174311927,0.03520507294705658,0.02639235744104053,0.02639235744104053,0.9120870674350903,-0.11726808455255956,0.7800351730461409,15.60070346092282,LOW,False
93,242,6,21701.352,0.024793388429752067,0.034655653134378774,0.02631027593359257,0.02631027593359257,0.7154211849251447,-0.3748445941623407,0.7950870480722153,15.901740961444307,LOW,False
94,307,10,32005.033,0.03257328990228013,0.033861225605501484,0.02630813084243593,0.02630813084243593,0.9619642915992946,-0.04895580423159018,0.8293968979952026,16.587937959904053,LOW,False
95,261,5,30862.457,0.019157088122605363,0.03297485627450675,0.025961605448055897,0.025961605448055897,0.5809604737357396,-0.532238585150215,0.8059838106329514,16.11967621265903,LOW,False
96,236,6,28488.027,0.025423728813559324,0.03138687151015862,0.025573706018156964,0.025573706018156964,0.8100115618509708,-0.2331747573998681,0.7914682624872543,15.829365249745086,LOW,False
97,211,8,16372.515,0.037914691943127965,0.031196193544056932,0.025601541370652108,0.025601541370652108,1.215362761792807,0.2624255431265818,0.7753331020967204,17.12188275538046,LOW,False
98,182,2,15212.323,0.01098901098901099,0.03221543425842866,0.02535013679201343,0.02535013679201343,0.3411101306553361,-0.8373297329150927,0.7540412591337875,15.08082518267575,LOW,False
99,165,11,14718.038,0.06666666666666667,0.03240791693498778,0.025162197979290857,0.025162197979290857,2.057110514088394,1.3615165797469175,0.7399289671797024,27.24586544609347,LOW,False
100,129,0,13732.643,0.0,0.032945551343589924,0.025768871579712138,0.025768871579712138,0.0,-1.278501902641635,0.7045458416079491,14.090916832158982,LOW,False
101,82,5,6939.699,0.06097560975609756,0.030564598962637548,0.026074012050090564,0.026074012050090564,1.9949749653393036,1.1663341542926986,0.6396001521180903,7.81672227387286,LOW,False
102,55,4,5421.239,0.07272727272727272,0.0316684677599462,0.026797856315615022,0.026797856315615022,2.2965200993796446,1.5321675168249071,0.5826450379722601,9.810113412786356,LOW,False
103,24,2,2140.65,0.08333333333333333,0.03266625046504599,0.02788640616241767,0.02788640616241767,2.5510529107864053,1.816909736349284,0.46591258883663084,10.906882109198847,LOW,False
104,14,1,1255.627,0.07142857142857142,0.03405513935393487,0.029566716037241123,0.029566716037241123,2.0974388237327317,1.2640373055824794,0.3919737040327585,6.779756052451076,LOW,False
105,19,1,2060.892,0.05263157894736842,0.03703132983012535,0.02958467722584838,0.02958467722584838,1.4212716418450657,0.5273084103014313,0.4336139245415396,4.141135531634075,LOW,False
106,6,0,889.95,0.0,0.039224312286265696,0.02865647370906942,0.02865647370906942,0.0,-1.3687766570473634,0.2816585927874237,1.971610149511966,LOW,False
107,31,1,2120.106,0.03225806451612903,0.036019184081137495,0.028558294052086347,0.028558294052086347,0.8955801009668599,-0.13169972821726347,0.5016440753080604,3.5115085271564226,LOW,False
108,74,2,9075.461,0.02702702702702703,0.03736327010264288,0.027529950840714315,0.027529950840714315,0.7233581791095764,-0.37545446904065943,0.6249299984510739,4.374509989157517,LOW,False
109,116,4,16391.803,0.034482758620689655,0.034322729562102326,0.02413121661441788,0.02413121661441788,1.0046624805377957,0.006631619994315353,0.6892955513569078,13.820879631171623,LOW,False
110,177,2,24990.889,0.011299435028248588,0.03514676607325851,0.023767137705577934,0.023767137705577934,0.3214928794500324,-1.0033741269321284,0.7500314768453384,15.00062953690677,LOW,False
111,231,4,37146.832,0.017316017316017316,0.03561757586610221,0.023144393016511194,0.023144393016511194,0.4861649591514518,-0.7907556070720271,0.7883819220178166,15.767638440356336,LOW,False
112,283,7,38052.457,0.024734982332155476,0.035428329775216774,0.02327996602831068,0.02327996602831068,0.698169586009058,-0.4593369006663136,0.817654471551691,16.353089431033823,LOW,False
113,285,6,35250.137,0.021052631578947368,0.03409641108373012,0.022921653430777733,0.022921653430777733,0.6174442092233312,-0.5690592759450938,0.8186702222741883,16.373404445483768,LOW,False
114,281,6,41218.293,0.021352313167259787,0.03436384796862529,0.022721273696682125,0.022721273696682125,0.6213597844675245,-0.5726586887277146,0.8166315423193131,16.332630846386266,LOW,False
115,301,9,48445.83,0.029900332225913623,0.034106738693102094,0.022836669441542164,0.022836669441542164,0.876669343702475,-0.18419526883971096,0.8265493854944543,16.53098770988909,LOW,False
116,279,7,38712.45,0.025089605734767026,0.03375616185896471,0.022833853074275875,0.022833853074275875,0.7432600258167062,-0.37954856309210644,0.8156013323905754,16.31202664781151,LOW,False
117,310,9,47085.086,0.02903225806451613,0.0334636416086167,0.022900728559616185,0.022900728559616185,0.8675761712987174,-0.19350404213405692,0.8307999191640362,16.615998383280726,LOW,False
118,259,6,33384.25,0.023166023166023165,0.03364026117673187,0.022847236232356318,0.022847236232356318,0.688639813000219,-0.4584466105302952,0.8048746566695612,16.097493133391225,LOW,False
119,286,12,36863.81,0.04195804195804196,0.033248291729387834,0.022946816159350843,0.022946816159350843,1.2619608339443096,0.37956247037369045,0.8191754370417206,18.348214995416733,LOW,False
120,284,8,35649.848,0.028169014084507043,0.03419833147253102,0.022809639905480218,0.022809639905480218,0.8236955685143037,-0.2643319847664662,0.8181632379241737,16.363264758483474,LOW,False
121,246,9,26347.94,0.036585365853658534,0.034312718358820514,0.022770573556308717,0.022770573556308717,1.0662333852734174,0.09980633510254161,0.7974502660194367,16.445755709939363,LOW,False
122,226,6,27244.5,0.02654867256637168,0.034257329771759285,0.02276304646967653,0.02276304646967653,0.7749778731516199,-0.3386478701634503,0.78522833575215,15.704566715043,LOW,False
123,179,3,21761.96,0.01675977653631285,0.03490564900414931,0.022288148200176307,0.022288148200176307,0.48014510586296727,-0.8141489505930745,0.7516487437704258,15.032974875408517,LOW,False
124,121,0,15882.8955,0.0,0.0328261952487179,0.021510611162053397,0.021510611162053397,0.0,-1.526046610271408,0.6953526645809566,13.907053291619132,LOW,False
125,71,1,7772.217,0.014084507042253521,0.0328261952487179,0.021510611162053397,0.021510611162053397,0.4290630374777784,-0.8712764163356902,0.6190212644137224,4.333148850896056,LOW,False
126,36,2,4237.378,0.05555555555555555,0.03087239930230774,0.02096528468300927,0.02096528468300927,1.7995217997650972,1.1773346570987222,0.5226582832922795,6.5331918322362466,LOW,False
127,25,0,4627.44,0.0,0.030156911086819522,0.019731495827117397,0.019731495827117397,0.0,-1.5283641621013986,0.47158954718963364,3.3011268303274357,LOW,False
128,10,0,702.85,0.0,0.026684688864597298,0.017127387025951252,0.017127387025951252,0.0,-1.5580128378114486,0.34708067508455476,2.429564725591883,LOW,False
129,9,0,599.85,0.0,0.023708498388406826,0.015100334641602407,0.015100334641602407,0.0,-1.5700644357303424,0.33328510947992757,2.3329957663594927,LOW,False
130,15,1,4535.82,0.06666666666666667,0.021515515932266475,0.014528219350143074,0.014528219350143074,3.098539067180245,3.107824134962248,0.4013152602464483,17.539602463533114,LOW,False
131,30,0,2785.56,0.0,0.024293293710044253,0.016478067668213033,0.016478067668213033,0.0,-1.474280492057158,0.49704864540372573,3.4793405178260803,LOW,False
132,68,6,10018.2,0.08823529411764706,0.022949207688538874,0.017103881272581334,0.017103881272581334,3.8448078606963363,3.817033419997258,0.6128610205234314,24.082168990479904,LOW,False
133,113,1,16396.979,0.008849557522123894,0.025499552150648044,0.021687529637772127,0.021687529637772127,0.34704756655496755,-0.7677220461073472,0.6855357585674703,13.710715171349404,LOW,False
134,215,12,27128.133,0.05581395348837209,0.024431502104874474,0.02185642124549538,0.02185642124549538,2.2845076511786115,1.435845833634157,0.7780386740281655,30.64265378482986,MEDIUM,False
135,206,1,33162.527,0.0048543689320388345,0.026286273707379616,0.022570676673590008,0.022570676673590008,0.18467314865842008,-0.9495463997505352,0.7718784301378744,15.43756860275749,LOW,False
136,245,4,33719.676,0.0163265306122449,0.025767038358047178,0.022926542203881822,0.022926542203881822,0.633620767174666,-0.41177198296408835,0.7968630689303519,15.937261378607037,LOW,False
137,265,10,36236.523,0.03773584905660377,0.025416686203050903,0.023007104657403327,0.023007104657403327,1.4846880020131865,0.5354503766117635,0.808176941740451,19.798698849907918,LOW,False
138,268,8,43747.445,0.029850746268656716,0.026111820264619917,0.023121265965424128,0.023121265965424128,1.1431890219121505,0.1617093981630609,0.8098002546497061,17.26992275733525,LOW,False
139,256,5,34020.08,0.01953125,0.026465921643844797,0.0231102790694687,0.0231102790694687,0.7379773227939863,-0.30006871068062024,0.8031948248487742,16.063896496975484,LOW,False
140,275,6,42978.56,0.02181818181818182,0.026033876551098397,0.02314018672001097,0.02314018672001097,0.838068882110501,-0.18218067053326606,0.8135186506466554,16.27037301293311,LOW,False
141,262,14,40534.766,0.05343511450381679,0.025897567221240675,0.023155621030563928,0.023155621030563928,2.063325641645226,1.189238122623804,0.8065352165719889,26.471123176576526,LOW,False
142,256,17,38093.094,0.06640625,0.026914352906211535,0.02382534438887231,0.02382534438887231,2.467317354104923,1.657558289576425,0.8031948248487742,35.288255272467715,MEDIUM,False
143,283,13,34956.406,0.045936395759717315,0.028716029024293904,0.02512883056407213,0.02512883056407213,1.5996778566024883,0.6852832522992207,0.817654471551691,20.85067335555248,LOW,False
144,279,10,35537.77,0.035842293906810034,0.02888179376603038,0.025232887046458707,0.025232887046458707,1.2409995790831496,0.27585032691518824,0.8156013323905754,18.11952349093513,LOW,False
145,211,6,24282.225,0.02843601895734597,0.02920151375862633,0.025272045689338538,0.025272045689338538,0.9737857835861599,-0.0302901795402854,0.7753331020967204,15.506662041934408,LOW,False
146,186,9,19627.484,0.04838709677419355,0.028861957637946647,0.025223222819598493,0.025223222819598493,1.6765008590607853,0.7740937498706878,0.7571709785555715,20.21717601406732,LOW,False
147,162,5,16065.349,0.030864197530864196,0.029771891979939222,0.025528211618989,0.025528211618989,1.0366891547121355,0.042788173618573004,0.7372891879239116,15.02095241881925,LOW,False
148,134,6,13648.01,0.04477611940298507,0.030359576188045526,0.025377540200363664,0.025377540200363664,1.4748598309029177,0.5680827653553655,0.7100085232616447,17.761619197004777,LOW,False
149,75,0,6654.623,0.0,0.03222524782983657,0.024685011195879115,0.024685011195879115,0.0,-1.3054581006313748,0.6268471640146392,4.387930148102475,LOW,False
150,35,2,3444.409,0.05714285714285714,0.031638393369742675,0.02529492082855999,0.02529492082855999,1.806123859547989,1.0082839929001828,0.5186924493521103,5.783164745716542,LOW,False
151,13,0,1271.63,0.0,0.03170453093588024,0.025362160704396546,0.025362160704396546,0.0,-1.250072156919353,0.3819874078490358,2.673911854943251,LOW,False
152,7,1,831.9,0.14285714285714285,0.03170453093588024,0.025362160704396543,0.025362160704396543,4.505890440267337,4.38261602458793,0.3009864451848362,26.108812629567804,LOW,False
153,15,0,1225.25,0.0,0.037656911888261195,0.033162240980617014,0.033162240980617014,0.0,-1.135535801403508,0.4013152602464483,2.8092068217251382,LOW,False
154,14,0,913.751,0.0,0.037656911888261195,0.033162240980617014,0.033162240980617014,0.0,-1.135535801403508,0.3919737040327585,2.7438159282293095,LOW,False
155,33,0,6247.648,0.0,0.03487913411048341,0.033417763548338815,0.033417763548338815,0.0,-1.0437303519737557,0.5104191185326289,3.5729338297284023,LOW,False
156,85,1,8138.634,0.011764705882352941,0.03487913411048341,0.033417763548338815,0.033417763548338815,0.3372992530458746,-0.6916808838717001,0.6447395281114626,4.513176696780238,LOW,False
157,100,1,13046.885,0.01,0.03169285960067949,0.03171127893485165,0.03171127893485165,0.31552848578503156,-0.6840739424368779,0.6680104684941067,13.360209369882133,LOW,False
158,153,1,20645.63,0.006535947712418301,0.03174079470392433,0.03167609744158006,0.03167609744158006,0.20591632230336743,-0.7957055643609855,0.7290680829335906,14.581361658671813,LOW,False
159,198,4,25751.305,0.020202020202020204,0.029687544463259594,0.03164491558222403,0.03164491558222403,0.6804880823680656,-0.2997487617431887,0.7661734992494772,15.323469984989547,LOW,False
160,264,8,33491.207,0.030303030303030304,0.030327029932842146,0.03127416606771037,0.03127416606771037,0.9992086389644819,-0.0007673947167729822,0.8076317663918116,16.152635327836233,LOW,False
161,224,4,37699.094,0.017857142857142856,0.030909384086624875,0.031131933120897383,0.031131933120897383,0.5777256126196966,-0.419255726227957,0.783947408065517,15.678948161310341,LOW,False
162,265,8,33206.63,0.03018867924528302,0.030081104661647335,0.031206766427782997,0.031206766427782997,1.0035761513696284,0.003447155727737039,0.808176941740451,16.190359970081232,LOW,False
163,232,8,31722.584,0.034482758620689655,0.030095185202340096,0.031206734208599138,0.031206734208599138,1.1457898793062884,0.14059700669160521,0.7890044773171113,16.87351364113939,LOW,False
164,272,4,31736.586,0.014705882352941176,0.030718164728202168,0.0311358353369709,0.0311358353369709,0.4787357084337721,-0.5142718093786904,0.8119367345298883,16.238734690597767,LOW,False
165,278,8,31801.37,0.02877697841726619,0.030421818917150473,0.03125783474651156,0.03125783474651156,0.9459322105504678,-0.05262170310974123,0.8150834646326118,16.30166929265224,LOW,False
166,231,8,45324.945,0.03463203463203463,0.02939439658021087,0.03087137464484404,0.03087137464484404,1.178184914853802,0.16966002039363426,0.7883819220178166,17.10402530175985,LOW,False
167,251,5,34545.7,0.0199203187250996,0.028070470939878977,0.02988052268546405,0.02988052268546405,0.7096538838897545,-0.27275802035230706,0.8003510421395341,16.007020842790684,LOW,False
168,239,8,26846.723,0.03347280334728033,0.02698646773010323,0.0296754047094815,0.0296754047094815,1.2403551173146545,0.21857614683531748,0.7932889642792068,17.668442665444044,LOW,False
169,231,9,37337.734,0.03896103896103896,0.026887738956789503,0.029648590246575904,0.029648590246575904,1.4490262280384418,0.4072132908796159,0.7883819220178166,19.13533515064465,LOW,False
170,170,1,29150.45,0.0058823529411764705,0.02732628145694337,0.029750152733594847,0.029750152733594847,0.2152635714612321,-0.720800619337719,0.7442243531203013,14.884487062406027,LOW,False
171,140,5,15411.449,0.03571428571428571,0.025555250463901,0.02970701383010232,0.02970701383010232,1.3975322122056768,0.34197429968846255,0.7163027272577009,17.307546136696594,LOW,False
172,88,3,15305.1455,0.03409090909090909,0.02575733747154356,0.029761146515866765,0.029761146515866765,1.3235416559872453,0.2800151403751396,0.6497026617837264,5.397215479452603,LOW,False
173,78,12,5405.873,0.15384615384615385,0.025312120375207057,0.02954338848722621,0.02954338848722621,6.077963898940859,4.350686906700684,0.6324508528728112,29.58641118692517,LOW,False
174,29,3,2728.237,0.10344827586206896,0.03172237678546347,0.038992068594055296,0.038992068594055296,3.26105060039112,1.8394997152713457,0.4923025190943706,13.05418671399942,LOW,False
175,16,0,1256.73,0.0,0.03365176923209729,0.04137728580641511,0.04137728580641511,0.0,-0.813290881125894,0.41009030347101677,2.870632124297117,LOW,False
176,17,0,712.88,0.0,0.03365176923209729,0.04137728580641511,0.04137728580641511,0.0,-0.813290881125894,0.4183636342904982,2.9285454400334876,LOW,False
177,9,0,732.19,0.0,0.027699388279716342,0.034725083506358806,0.034725083506358806,0.0,-0.7976766499249475,0.33328510947992757,2.3329957663594927,LOW,False
